sample_id,true_action,base_prediction,mobilenet_prediction,resnet18_prediction,base_confidence,mobilenet_confidence,resnet18_confidence,mobilenet_outcome,resnet18_outcome,mobilenet_true_rank,resnet18_true_rank,mobilenet_selected_view_weights,resnet18_selected_view_weights,view_valid_count,hand_head_roi_valid,two_hand_roi_valid
train__c00__user4__1-1-2,Wash_face,Wash_face,Wash_face,Wash_face,0.96009420218176,0.9655675462760949,0.9609179554523187,retained_correct,retained_correct,1,1,"{""global_context"": 0.7932906945546468, ""left_interaction"": 0.015365625421206156, ""right_interaction"": 0.018966461221377056, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1723771890004476}","{""global_context"": 0.9614740212758383, ""left_interaction"": 0.018628742545843124, ""right_interaction"": 0.018531035631895065, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0013660183176398277}",186,False,True
train__c00__user4__1-1-3,Wash_face,Wash_face,Wash_face,Wash_face,0.9529856847906163,0.9595671648743834,0.954207943287263,retained_correct,retained_correct,1,1,"{""global_context"": 0.6092583440965221, ""left_interaction"": 0.06189037138415921, ""right_interaction"": 0.06904112139055806, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.25981017081968244}","{""global_context"": 0.9563574637136152, ""left_interaction"": 0.035426974296569824, ""right_interaction"": 0.007073100536100326, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0011424329732694933}",121,False,True
train__c01__user17__1-1-1,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.643003349944429,0.6530128712054075,0.6442602232685218,retained_correct,retained_correct,1,1,"{""global_context"": 0.9349307060241699, ""left_interaction"": 0.00012846071040257813, ""right_interaction"": 0.0649407982826233, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9760704040527344, ""left_interaction"": 0.023922094702720643, ""right_interaction"": 7.464089867426082e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",53,False,False
train__c01__user17__1-1-2,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.4550236461845078,0.4626587124433731,0.45769466739932646,retained_correct,retained_correct,1,1,"{""global_context"": 0.2066865348815918, ""left_interaction"": 0.593537712097168, ""right_interaction"": 0.19977581024169921, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9937273406982422, ""left_interaction"": 0.006269422769546509, ""right_interaction"": 3.224910469725728e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",75,False,False
train__c01__user17__1-1-3,Brush_teeth,Comb_hair,Comb_hair,Comb_hair,0.4723525406323319,0.480166950351001,0.4757877205501397,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.6176180044809977, ""left_interaction"": 0.03659538924694061, ""right_interaction"": 0.3457866907119751, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9991788069407145, ""left_interaction"": 0.0008206598771115144, ""right_interaction"": 5.527234634428169e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",72,False,False
train__c01__user23__1-1-1,Brush_teeth,Comb_hair,Comb_hair,Comb_hair,0.5419245598708387,0.6949586946480423,0.5860726132233468,unchanged_wrong,unchanged_wrong,2,3,"{""global_context"": 0.17359481713710687, ""left_interaction"": 0.7548385033240685, ""right_interaction"": 0.07156671621860602, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9999582339555789, ""left_interaction"": 2.744664939550253e-05, ""right_interaction"": 1.4449162289309195e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",117,False,False
train__c01__user23__1-1-2,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.3017145760511584,0.3029273341163814,0.30231379761121596,retained_correct,retained_correct,1,1,"{""global_context"": 0.8343987464904785, ""left_interaction"": 0.0018478985875844955, ""right_interaction"": 0.16375336050987244, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9985880255699158, ""left_interaction"": 0.0014062923146411777, ""right_interaction"": 5.776738362328615e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",48,False,False
train__c01__user23__1-1-3,Brush_teeth,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.29908906382482214,0.31107716286840476,0.29977233182668167,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.9579554848048998, ""left_interaction"": 2.355317321970411e-05, ""right_interaction"": 0.04202114758284196, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9970820883046025, ""left_interaction"": 0.0028588156337323394, ""right_interaction"": 5.923599794345058e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",69,False,False
train__c01__user24__6-2-1,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.648380476042057,0.6614310854185332,0.6495792084109328,retained_correct,retained_correct,1,1,"{""global_context"": 0.9976507333608774, ""left_interaction"": 0.002316172879475814, ""right_interaction"": 3.313078195787966e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9999918570885291, ""left_interaction"": 4.1778170830534345e-06, ""right_interaction"": 3.8340692229282395e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",67,False,False
train__c01__user24__6-2-2,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.5203741174592051,0.5438857377898314,0.5232279056725245,retained_correct,retained_correct,1,1,"{""global_context"": 0.0017544255824759603, ""left_interaction"": 0.0003924775228369981, ""right_interaction"": 0.9205036759376526, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.07734940201044083}","{""global_context"": 0.9996390342712402, ""left_interaction"": 0.00035563408164307475, ""right_interaction"": 1.593726040027832e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 5.2255045375204645e-06}",32,False,True
train__c01__user24__6-2-3,Brush_teeth,Take_a_selfie,Take_a_selfie,Massage_oneself,0.1572451301380884,0.31964203937402436,0.1660627780495164,unchanged_wrong,changed_wrong,6,8,"{""global_context"": 0.9956981539726257, ""left_interaction"": 5.32100159489346e-07, ""right_interaction"": 0.004059374798089266, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0002419581142021343}","{""global_context"": 0.999862015247345, ""left_interaction"": 0.0001373729173792526, ""right_interaction"": 3.2313323572452646e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.759476842584263e-07}",16,False,True
train__c01__user24__7-1-1,Brush_teeth,Brush_teeth,Brush_teeth,Brush_teeth,0.5060576531186123,0.5158456450524227,0.50812615394056,retained_correct,retained_correct,1,1,"{""global_context"": 0.5593173503875732, ""left_interaction"": 0.002625349909067154, ""right_interaction"": 0.3935399055480957, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0445173035065333}","{""global_context"": 0.9998452663421631, ""left_interaction"": 0.00014095463363143304, ""right_interaction"": 4.961531885783188e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 8.88617372159691e-06}",43,False,True
train__c01__user24__7-1-2,Brush_teeth,Wipe_hands,Wipe_hands,Wipe_hands,0.651201063721543,0.6812399625725873,0.6619906324666021,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.3310558994611104, ""left_interaction"": 0.004752109758555889, ""right_interaction"": 0.6641919612884521, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.0912413491344827e-08}","{""global_context"": 0.9997074604034424, ""left_interaction"": 0.00021454199062039456, ""right_interaction"": 6.6695914332134025e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 7.13335854622225e-05}",10,False,True
train__c01__user24__7-1-3,Brush_teeth,Wipe_hands,Wipe_hands,Wipe_hands,0.4016912500436889,0.41166117970119004,0.40408858821063665,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.5408109937395368, ""left_interaction"": 0.024663754871913364, ""right_interaction"": 0.43310584340776714, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0014194308647087642}","{""global_context"": 0.9995418276105609, ""left_interaction"": 0.0003087432788951056, ""right_interaction"": 8.172250350721047e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00014868589849876507}",23,False,True
train__c02__user17__1-1-1,Comb_hair,Comb_hair,Comb_hair,Comb_hair,0.5022296635541301,0.5195383842636822,0.5095024373898654,retained_correct,retained_correct,1,1,"{""global_context"": 0.37125110626220703, ""left_interaction"": 0.35095922152201336, ""right_interaction"": 0.18097170193990073, ""hand_head_union"": 0.0006221703564127287, ""two_hand_table_context"": 0.09619577725728352}","{""global_context"": 0.999950091044108, ""left_interaction"": 3.1263453517264374e-05, ""right_interaction"": 1.830589462770149e-05, ""hand_head_union"": 2.1606466245790066e-09, ""two_hand_table_context"": 3.230428167929252e-07}",186,True,True
train__c02__user17__1-1-2,Comb_hair,Brush_teeth,Brush_teeth,Brush_teeth,0.6199336269893124,0.6291061246576218,0.6214802744053709,unchanged_wrong,unchanged_wrong,3,3,"{""global_context"": 0.68528751893477, ""left_interaction"": 0.039845845916054466, ""right_interaction"": 0.1852790659124201, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08958757465535944}","{""global_context"": 0.9997850764881481, ""left_interaction"": 0.0002138308799740943, ""right_interaction"": 1.0388483298646116e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.9957233804505617e-08}",38,False,True
train__c02__user17__1-1-3,Comb_hair,Brush_teeth,Brush_teeth,Brush_teeth,0.619118918461529,0.6326488862612553,0.6207957622522335,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.01889893270674206, ""left_interaction"": 0.6553470520746141, ""right_interaction"": 0.28517511912754606, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.04057889041446504}","{""global_context"": 0.9999966394333613, ""left_interaction"": 1.8509504332628456e-06, ""right_interaction"": 1.1434141405126347e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 4.4612529780438523e-07}",79,False,True
train__c02__user23__2-2-1,Comb_hair,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.46739172666068274,0.48162643583616177,0.46842468652865965,unchanged_wrong,unchanged_wrong,4,4,"{""global_context"": 0.1801454888449775, ""left_interaction"": 0.1935449176364475, ""right_interaction"": 0.3364939159817166, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2898157437642415}","{""global_context"": 0.9979684617784288, ""left_interaction"": 0.0007575785016847982, ""right_interaction"": 0.0011062027058667606, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00016779417637735605}",118,False,True
train__c02__user23__2-2-2,Comb_hair,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.6597145938033462,0.668441018284149,0.6590911654360917,unchanged_wrong,unchanged_wrong,4,4,"{""global_context"": 0.5773697580610003, ""left_interaction"": 0.3765902519226074, ""right_interaction"": 0.04603981971740723, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.318561019633697e-07}","{""global_context"": 0.999967234475272, ""left_interaction"": 2.1006789341169808e-05, ""right_interaction"": 1.1869195857018764e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.73350502206761e-08}",85,False,True
train__c02__user23__2-2-3,Comb_hair,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.3131203770131021,0.33547497347064603,0.3117193962067976,unchanged_wrong,unchanged_wrong,4,5,"{""global_context"": 0.6971482276916504, ""left_interaction"": 0.09280220270156861, ""right_interaction"": 0.21004738807678222, ""hand_head_union"": 2.267511990794446e-06, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9999292373657227, ""left_interaction"": 6.584938964806497e-05, ""right_interaction"": 4.450448614079505e-06, ""hand_head_union"": 3.593014298530761e-07, ""two_hand_table_context"": 0.0}",62,True,False
train__c02__user24__7-1-1,Comb_hair,Comb_hair,Comb_hair,Comb_hair,0.34317324412987105,0.4088870807876973,0.34762946780302584,retained_correct,retained_correct,1,1,"{""global_context"": 0.6037062498239371, ""left_interaction"": 0.0004103519738866733, ""right_interaction"": 0.39588337678175706, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9997538786668044, ""left_interaction"": 0.0002456471467247376, ""right_interaction"": 4.902781606338417e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",38,False,False
train__c02__user24__7-1-2,Comb_hair,Comb_hair,Comb_hair,Comb_hair,0.3579155452900208,0.37633772668491644,0.3628337636900958,retained_correct,retained_correct,1,1,"{""global_context"": 0.40258872509002686, ""left_interaction"": 0.13846537470817566, ""right_interaction"": 0.4589230716228485, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.2807140339864418e-05}","{""global_context"": 0.999565064907074, ""left_interaction"": 0.0003240779915358871, ""right_interaction"": 2.0315108486101963e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 9.049221262102947e-05}",14,False,True
train__c02__user24__7-1-3,Comb_hair,Wipe_hands,Wipe_hands,Wipe_hands,0.4671283046496248,0.4958852696714945,0.47279352699572047,unchanged_wrong,unchanged_wrong,3,3,"{""global_context"": 0.3082666794459025, ""left_interaction"": 0.00022306931593144932, ""right_interaction"": 0.6915028095245361, ""hand_head_union"": 0.0, ""two_hand_table_context"": 7.43012848640016e-06}","{""global_context"": 0.9999206860860189, ""left_interaction"": 5.039859388489276e-05, ""right_interaction"": 6.696318450849503e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.2205713321454823e-05}",23,False,True
train__c03__user17__6-1-1,Take_off_clothes,Sit_down,Sit_down,Sit_down,0.8238206645250712,0.8255382668965704,0.8249946513777411,unchanged_wrong,unchanged_wrong,5,5,"{""global_context"": 0.8318668267665765, ""left_interaction"": 0.03523853803292299, ""right_interaction"": 0.13286291024623773, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.1794501970020625e-05}","{""global_context"": 1.0, ""left_interaction"": 1.13067346775146e-17, ""right_interaction"": 1.7734070905990243e-17, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.18993889005431e-19}",134,False,True
train__c03__user17__6-1-2,Take_off_clothes,Take_off_clothes,Take_off_clothes,Take_off_clothes,0.2073662737381831,0.20941927446094158,0.21022377449713978,retained_correct,retained_correct,1,1,"{""global_context"": 0.8883804678916931, ""left_interaction"": 0.04839695990085602, ""right_interaction"": 0.05423549935221672, ""hand_head_union"": 1.018224884319352e-05, ""two_hand_table_context"": 0.008976878598332405}","{""global_context"": 1.0, ""left_interaction"": 1.611426911719858e-17, ""right_interaction"": 2.8226557698037827e-16, ""hand_head_union"": 2.7155891178223895e-17, ""two_hand_table_context"": 1.0561777896405754e-17}",103,True,True
train__c03__user17__6-1-3,Take_off_clothes,Jog_in_place,Jog_in_place,Jog_in_place,0.41371343738750704,0.4186568928675241,0.41664487615846996,unchanged_wrong,unchanged_wrong,3,3,"{""global_context"": 0.8487851402976296, ""left_interaction"": 0.08880844983187589, ""right_interaction"": 0.061755608428608284, ""hand_head_union"": 0.0005691901526667855, ""two_hand_table_context"": 8.160306606441736e-05}","{""global_context"": 1.0, ""left_interaction"": 5.759807285477486e-14, ""right_interaction"": 2.3040676058991044e-13, ""hand_head_union"": 4.2165857779748514e-21, ""two_hand_table_context"": 8.352983068090296e-16}",70,True,True
train__c03__user23__4-3-1,Take_off_clothes,Check_the_time,Check_the_time,Check_the_time,0.7181595484147923,0.6156323619813882,0.7276772629982369,unchanged_wrong,unchanged_wrong,10,11,"{""global_context"": 0.9999627431233724, ""left_interaction"": 3.164935430201392e-05, ""right_interaction"": 5.5578959290869536e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 5.222976445414436e-08}","{""global_context"": 1.0, ""left_interaction"": 1.4291775228547633e-13, ""right_interaction"": 1.4233482014541777e-14, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.2116820816893887e-15}",47,False,True
train__c03__user23__4-3-2,Take_off_clothes,Play_games,Read_documents,Turn_pages,0.2079329413795358,0.31312231194461126,0.26967974906770875,changed_wrong,changed_wrong,9,8,"{""global_context"": 0.9996546109517416, ""left_interaction"": 2.745941098207065e-07, ""right_interaction"": 0.0003409814089536667, ""hand_head_union"": 4.089727857111332e-06, ""two_hand_table_context"": 3.1585521235536853e-12}","{""global_context"": 1.0, ""left_interaction"": 4.007797782881739e-13, ""right_interaction"": 7.475701598918272e-15, ""hand_head_union"": 3.4389709712092005e-17, ""two_hand_table_context"": 6.978082843182622e-14}",78,True,True
train__c03__user23__4-3-3,Take_off_clothes,Check_the_time,Check_the_time,Check_the_time,0.36584225119563407,0.3173351155030061,0.38410156333857015,unchanged_wrong,unchanged_wrong,7,5,"{""global_context"": 0.9948555441463695, ""left_interaction"": 0.0020131698864347793, ""right_interaction"": 0.003128431737422943, ""hand_head_union"": 2.902321284636855e-06, ""two_hand_table_context"": 3.690684359432506e-08}","{""global_context"": 1.0, ""left_interaction"": 5.282056004288869e-15, ""right_interaction"": 8.225137848791952e-16, ""hand_head_union"": 2.578359679032183e-19, ""two_hand_table_context"": 2.5274670921135304e-16}",54,True,True
train__c03__user23__5-2-1,Take_off_clothes,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.44855598777387096,0.4759357345463341,0.45156690750183603,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.9139486948649088, ""left_interaction"": 0.07590820888678233, ""right_interaction"": 0.010142266750335693, ""hand_head_union"": 0.0, ""two_hand_table_context"": 8.890200812553909e-07}","{""global_context"": 0.9992609024047852, ""left_interaction"": 0.00044521464345355827, ""right_interaction"": 5.169692182486567e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00028874038252979517}",38,False,True
train__c03__user23__5-2-2,Take_off_clothes,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.44887288429011724,0.46758004747248316,0.4484453240897478,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.8066184520721436, ""left_interaction"": 0.10181350509325664, ""right_interaction"": 0.04501081506411234, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.046557227770487465}","{""global_context"": 0.999982992808024, ""left_interaction"": 1.1335369587565461e-05, ""right_interaction"": 4.540769623417873e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.2742690766269031e-06}",77,False,True
train__c03__user23__5-2-3,Take_off_clothes,Put_on_clothes,Put_on_clothes,Put_on_clothes,0.5734450034024835,0.5786070149149071,0.5741501720487029,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.9596756421602689, ""left_interaction"": 0.0011074868245766712, ""right_interaction"": 0.01689573320058676, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.02232122650513282}","{""global_context"": 0.9993422581599309, ""left_interaction"": 0.0006499025397575819, ""right_interaction"": 7.724839423854764e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.2662750437951988e-07}",41,False,True
train__c03__user4__5-2-2,Take_off_clothes,Walk,Walk,Walk,0.6780862674391775,0.6807441409070042,0.6810020521116427,unchanged_wrong,unchanged_wrong,12,12,"{""global_context"": 0.4835106134414673, ""left_interaction"": 0.13296878337860107, ""right_interaction"": 0.3830212354660034, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004993446636945009}","{""global_context"": 0.9999959468841553, ""left_interaction"": 3.570537652800946e-06, ""right_interaction"": 5.517200255174733e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 5.336376081762258e-09}",131,False,True
train__c03__user4__5-2-3,Take_off_clothes,Do_stretching_exercises,Do_stretching_exercises,Do_stretching_exercises,0.5877940463437051,0.587718324030196,0.5882810390475351,unchanged_wrong,unchanged_wrong,5,5,"{""global_context"": 0.38757089773813885, ""left_interaction"": 0.17955003182093301, ""right_interaction"": 0.3353567123413086, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09752237796783447}","{""global_context"": 0.9999943574269613, ""left_interaction"": 3.6586249431517595e-06, ""right_interaction"": 1.7331934335137096e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.9063420470265555e-07}",71,False,True
train__c04__user17__1-1-1,Wipe_hands,Wipe_hands,Wipe_hands,Wipe_hands,0.7229575363348397,0.7263857180118297,0.7250560188608303,retained_correct,retained_correct,1,1,"{""global_context"": 0.0768210940890842, ""left_interaction"": 0.25546347300211586, ""right_interaction"": 0.4318798065185547, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23583556281195747}","{""global_context"": 0.9997418721516927, ""left_interaction"": 4.573281233509381e-05, ""right_interaction"": 0.00017701666802167894, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.5273304416073694e-05}",179,False,True
train__c04__user17__1-1-2,Wipe_hands,Wipe_hands,Wipe_hands,Wipe_hands,0.741500269004987,0.7451748673705314,0.7431952293915899,retained_correct,retained_correct,1,1,"{""global_context"": 0.02956723315375192, ""left_interaction"": 0.091134888785226, ""right_interaction"": 0.5662025724138532, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.3130952630724226}","{""global_context"": 0.9999677113124302, ""left_interaction"": 2.342161107143121e-05, ""right_interaction"": 6.088346188854692e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.892397917873625e-06}",111,False,True
train__c04__user17__1-1-3,Wipe_hands,Wipe_hands,Wipe_hands,Wipe_hands,0.692828170981277,0.6962268838011576,0.6943075899448163,retained_correct,retained_correct,1,1,"{""global_context"": 0.011727719257275263, ""left_interaction"": 0.15191306670506796, ""right_interaction"": 0.3224872946739197, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.5138718684514364}","{""global_context"": 0.999963124593099, ""left_interaction"": 3.081545825504387e-05, ""right_interaction"": 5.949873714901817e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 2.1469550877858032e-07}",96,False,True
