sample_id,user_id,fold,label,c1_prediction,d1_prediction,c1_correct,d1_correct,outcome
train__c01__user6__1-1-1,user6,2,1,8,0,False,False,both_wrong
train__c01__user6__1-1-2,user6,2,1,8,0,False,False,both_wrong
train__c01__user6__1-1-3,user6,2,1,0,0,False,False,both_wrong
train__c01__user7__1-1-1,user7,2,1,0,0,False,False,both_wrong
train__c01__user7__1-1-2,user7,2,1,0,9,False,False,both_wrong
train__c01__user7__1-1-3,user7,2,1,0,9,False,False,both_wrong
train__c01__user8__1-1-1,user8,1,1,7,7,False,False,both_wrong
train__c01__user8__1-1-2,user8,1,1,1,7,True,False,c1_only
train__c01__user8__1-1-3,user8,1,1,6,10,False,False,both_wrong
train__c01__user8__7-1-1,user8,1,1,10,10,False,False,both_wrong
train__c01__user8__7-1-2,user8,1,1,6,10,False,False,both_wrong
train__c01__user8__7-1-3,user8,1,1,1,10,True,False,c1_only
train__c01__user9__1-1-1,user9,0,1,8,9,False,False,both_wrong
train__c02__user16__2-2-1,user16,1,2,1,10,False,False,both_wrong
train__c02__user16__2-2-2,user16,1,2,6,10,False,False,both_wrong
train__c02__user16__2-2-3,user16,1,2,2,9,True,False,c1_only
train__c02__user18__7-1-1,user18,0,2,8,6,False,False,both_wrong
train__c02__user18__7-1-2,user18,0,2,31,36,False,False,both_wrong
train__c02__user18__7-1-3,user18,0,2,5,36,False,False,both_wrong
train__c02__user19__1-1-1,user19,2,2,2,7,True,False,c1_only
train__c02__user19__1-1-2,user19,2,2,2,2,True,True,both_correct
train__c02__user19__1-1-3,user19,2,2,2,2,True,True,both_correct
train__c02__user1__1-1-1,user1,1,2,23,23,False,False,both_wrong
train__c02__user1__1-1-2,user1,1,2,23,23,False,False,both_wrong
train__c02__user1__1-1-3,user1,1,2,5,36,False,False,both_wrong
train__c02__user20__1-1-1,user20,0,2,6,6,False,False,both_wrong
train__c02__user20__1-1-2,user20,0,2,31,36,False,False,both_wrong
train__c02__user20__1-1-3,user20,0,2,6,6,False,False,both_wrong
train__c02__user20__4-2-1,user20,0,2,6,36,False,False,both_wrong
train__c02__user20__4-2-2,user20,0,2,31,36,False,False,both_wrong
train__c02__user20__4-2-3,user20,0,2,6,6,False,False,both_wrong
train__c02__user21__4-2-1,user21,0,2,7,7,False,False,both_wrong
train__c02__user21__4-2-2,user21,0,2,8,7,False,False,both_wrong
train__c02__user21__4-2-3,user21,0,2,8,7,False,False,both_wrong
train__c02__user22__1-2-1,user22,2,2,7,11,False,False,both_wrong
train__c02__user22__1-2-2,user22,2,2,23,22,False,False,both_wrong
train__c02__user22__1-2-3,user22,2,2,20,34,False,False,both_wrong
train__c02__user22__2-2-1,user22,2,2,6,2,False,True,d1_only
train__c02__user22__2-2-2,user22,2,2,7,4,False,False,both_wrong
train__c02__user22__2-2-3,user22,2,2,7,8,False,False,both_wrong
train__c02__user3__1-2-1,user3,0,2,6,34,False,False,both_wrong
train__c02__user3__1-2-3,user3,0,2,6,8,False,False,both_wrong
train__c02__user5__1-1-1,user5,2,2,7,12,False,False,both_wrong
train__c02__user5__1-1-2,user5,2,2,7,9,False,False,both_wrong
train__c02__user5__1-1-3,user5,2,2,7,31,False,False,both_wrong
train__c02__user5__7-1-1,user5,2,2,23,17,False,False,both_wrong
train__c02__user5__7-1-2,user5,2,2,23,13,False,False,both_wrong
train__c02__user5__7-1-3,user5,2,2,23,17,False,False,both_wrong
train__c02__user6__2-2-1,user6,2,2,1,4,False,False,both_wrong
train__c02__user6__2-2-2,user6,2,2,0,10,False,False,both_wrong
train__c02__user7__1-1-1,user7,2,2,7,7,False,False,both_wrong
train__c02__user7__1-1-2,user7,2,2,2,36,True,False,c1_only
train__c02__user7__1-1-3,user7,2,2,6,5,False,False,both_wrong
train__c02__user8__7-1-2,user8,1,2,2,36,True,False,c1_only
train__c02__user8__7-1-3,user8,1,2,6,7,False,False,both_wrong
train__c02__user9__1-1-1,user9,0,2,8,10,False,False,both_wrong
train__c02__user9__1-1-2,user9,0,2,6,36,False,False,both_wrong
train__c02__user9__1-1-3,user9,0,2,8,8,False,False,both_wrong
train__c03__user18__6-1-1,user18,0,3,36,5,False,False,both_wrong
train__c03__user18__6-1-2,user18,0,3,36,34,False,False,both_wrong
train__c03__user18__6-1-3,user18,0,3,36,36,False,False,both_wrong
train__c03__user18__7-1-1,user18,0,3,31,36,False,False,both_wrong
train__c03__user18__7-1-2,user18,0,3,31,34,False,False,both_wrong
train__c03__user18__7-1-3,user18,0,3,31,36,False,False,both_wrong
train__c03__user19__3-1-1,user19,2,3,21,20,False,False,both_wrong
train__c03__user19__3-1-2,user19,2,3,31,20,False,False,both_wrong
train__c03__user19__3-1-3,user19,2,3,3,36,True,False,c1_only
train__c03__user22__6-1-1,user22,2,3,3,8,True,False,c1_only
train__c03__user22__6-1-2,user22,2,3,36,34,False,False,both_wrong
train__c03__user22__6-1-3,user22,2,3,36,36,False,False,both_wrong
train__c03__user22__7-2-1,user22,2,3,12,31,False,False,both_wrong
train__c03__user22__7-2-2,user22,2,3,12,31,False,False,both_wrong
train__c03__user22__7-2-3,user22,2,3,12,36,False,False,both_wrong
train__c03__user7__5-1-1,user7,2,3,20,20,False,False,both_wrong
train__c03__user7__5-1-2,user7,2,3,28,33,False,False,both_wrong
train__c03__user7__5-1-3,user7,2,3,20,29,False,False,both_wrong
train__c03__user7__6-1-1,user7,2,3,28,36,False,False,both_wrong
train__c03__user7__6-1-2,user7,2,3,36,36,False,False,both_wrong
train__c03__user7__6-1-3,user7,2,3,36,36,False,False,both_wrong
train__c03__user8__6-1-1,user8,1,3,36,5,False,False,both_wrong
train__c03__user8__6-1-2,user8,1,3,36,36,False,False,both_wrong
train__c03__user8__6-1-3,user8,1,3,36,20,False,False,both_wrong
train__c03__user8__7-1-1,user8,1,3,36,36,False,False,both_wrong
train__c03__user8__7-1-2,user8,1,3,36,36,False,False,both_wrong
train__c03__user8__7-1-3,user8,1,3,5,36,False,False,both_wrong
train__c03__user9__3-1-1,user9,0,3,33,21,False,False,both_wrong
train__c03__user9__3-1-2,user9,0,3,33,21,False,False,both_wrong
train__c03__user9__3-1-3,user9,0,3,33,33,False,False,both_wrong
train__c04__user16__2-2-1,user16,1,4,4,9,True,False,c1_only
train__c04__user16__2-2-2,user16,1,4,11,10,False,False,both_wrong
train__c04__user16__2-2-3,user16,1,4,4,9,True,False,c1_only
train__c04__user18__1-1-1,user18,0,4,11,7,False,False,both_wrong
train__c04__user18__1-1-2,user18,0,4,9,7,False,False,both_wrong
train__c04__user18__1-1-3,user18,0,4,8,6,False,False,both_wrong
train__c04__user18__7-1-1,user18,0,4,9,7,False,False,both_wrong
train__c04__user18__7-1-2,user18,0,4,11,7,False,False,both_wrong
train__c04__user18__7-1-3,user18,0,4,11,7,False,False,both_wrong
train__c04__user19__1-1-1,user19,2,4,4,9,True,False,c1_only
train__c04__user19__1-1-2,user19,2,4,4,8,True,False,c1_only
train__c04__user19__1-1-3,user19,2,4,4,9,True,False,c1_only
train__c04__user19__5-2-1,user19,2,4,9,7,False,False,both_wrong
train__c04__user19__5-2-2,user19,2,4,9,7,False,False,both_wrong
train__c04__user19__5-2-3,user19,2,4,9,9,False,False,both_wrong
train__c04__user1__1-1-1,user1,1,4,7,23,False,False,both_wrong
train__c04__user20__6-2-1,user20,0,4,9,6,False,False,both_wrong
train__c04__user20__6-2-2,user20,0,4,9,7,False,False,both_wrong
train__c04__user20__6-2-3,user20,0,4,9,11,False,False,both_wrong
train__c04__user21__1-1-1,user21,0,4,9,9,False,False,both_wrong
train__c04__user21__1-1-2,user21,0,4,9,7,False,False,both_wrong
train__c04__user21__1-1-3,user21,0,4,9,8,False,False,both_wrong
train__c04__user21__7-2-1,user21,0,4,9,7,False,False,both_wrong
train__c04__user21__7-2-2,user21,0,4,9,6,False,False,both_wrong
train__c04__user21__7-2-3,user21,0,4,9,7,False,False,both_wrong
train__c04__user22__1-1-2,user22,2,4,4,17,True,False,c1_only
train__c04__user22__1-1-3,user22,2,4,4,10,True,False,c1_only
train__c04__user22__6-2-1,user22,2,4,28,6,False,False,both_wrong
train__c04__user22__6-2-2,user22,2,4,28,6,False,False,both_wrong
train__c04__user22__6-2-3,user22,2,4,28,32,False,False,both_wrong
train__c04__user2__2-2-1,user2,1,4,10,17,False,False,both_wrong
train__c04__user2__2-2-2,user2,1,4,10,17,False,False,both_wrong
train__c04__user2__2-2-3,user2,1,4,10,34,False,False,both_wrong
train__c04__user2__7-3-3,user2,1,4,38,31,False,False,both_wrong
train__c04__user6__2-2-1,user6,2,4,9,9,False,False,both_wrong
train__c04__user6__2-2-2,user6,2,4,9,9,False,False,both_wrong
train__c04__user6__2-2-3,user6,2,4,8,9,False,False,both_wrong
train__c04__user7__1-1-1,user7,2,4,9,9,False,False,both_wrong
train__c04__user7__1-1-2,user7,2,4,8,8,False,False,both_wrong
train__c04__user7__1-1-3,user7,2,4,9,36,False,False,both_wrong
train__c04__user7__7-2-1,user7,2,4,9,4,False,True,d1_only
train__c04__user7__7-2-2,user7,2,4,8,2,False,False,both_wrong
train__c04__user7__7-2-3,user7,2,4,36,36,False,False,both_wrong
train__c04__user8__1-1-1,user8,1,4,4,36,True,False,c1_only
train__c04__user8__1-1-2,user8,1,4,4,5,True,False,c1_only
train__c04__user8__1-1-3,user8,1,4,4,36,True,False,c1_only
train__c04__user8__7-1-1,user8,1,4,4,10,True,False,c1_only
train__c04__user8__7-1-2,user8,1,4,24,5,False,False,both_wrong
train__c04__user8__7-1-3,user8,1,4,8,36,False,False,both_wrong
train__c04__user9__1-1-1,user9,0,4,8,8,False,False,both_wrong
train__c04__user9__1-1-2,user9,0,4,8,8,False,False,both_wrong
train__c04__user9__1-1-3,user9,0,4,8,8,False,False,both_wrong
train__c04__user9__5-2-1,user9,0,4,10,8,False,False,both_wrong
train__c04__user9__5-2-2,user9,0,4,10,8,False,False,both_wrong
train__c04__user9__5-2-3,user9,0,4,10,36,False,False,both_wrong
train__c05__user18__6-1-1,user18,0,5,5,5,True,True,both_correct
train__c05__user18__6-1-2,user18,0,5,31,31,False,False,both_wrong
train__c05__user18__6-1-3,user18,0,5,15,36,False,False,both_wrong
train__c05__user18__7-1-1,user18,0,5,31,5,False,True,d1_only
train__c05__user18__7-1-2,user18,0,5,31,31,False,False,both_wrong
train__c05__user18__7-1-3,user18,0,5,31,31,False,False,both_wrong
train__c05__user19__1-1-1,user19,2,5,5,5,True,True,both_correct
train__c05__user19__1-1-2,user19,2,5,5,5,True,True,both_correct
train__c05__user19__1-1-3,user19,2,5,5,5,True,True,both_correct
train__c05__user1__1-1-1,user1,1,5,31,31,False,False,both_wrong
train__c05__user1__1-1-2,user1,1,5,31,31,False,False,both_wrong
train__c05__user1__1-1-3,user1,1,5,31,36,False,False,both_wrong
train__c05__user21__6-1-1,user21,0,5,5,5,True,True,both_correct
train__c05__user21__6-1-2,user21,0,5,31,31,False,False,both_wrong
train__c05__user21__6-1-3,user21,0,5,36,6,False,False,both_wrong
train__c05__user22__2-2-1,user22,2,5,5,5,True,True,both_correct
train__c05__user22__2-2-2,user22,2,5,2,31,False,False,both_wrong
train__c05__user22__2-2-3,user22,2,5,5,5,True,True,both_correct
train__c05__user22__6-1-1,user22,2,5,31,5,False,True,d1_only
train__c05__user22__6-1-2,user22,2,5,5,5,True,True,both_correct
train__c05__user22__6-1-3,user22,2,5,5,5,True,True,both_correct
train__c05__user22__7-2-1,user22,2,5,31,31,False,False,both_wrong
train__c05__user22__7-2-2,user22,2,5,31,31,False,False,both_wrong
train__c05__user22__7-2-3,user22,2,5,31,31,False,False,both_wrong
train__c05__user3__1-1-1,user3,0,5,6,12,False,False,both_wrong
train__c05__user3__1-1-2,user3,0,5,31,12,False,False,both_wrong
train__c05__user3__1-1-3,user3,0,5,31,31,False,False,both_wrong
train__c05__user7__1-1-1,user7,2,5,5,5,True,True,both_correct
train__c05__user7__1-1-2,user7,2,5,5,5,True,True,both_correct
train__c05__user7__1-1-3,user7,2,5,5,5,True,True,both_correct
train__c05__user7__6-1-1,user7,2,5,31,31,False,False,both_wrong
train__c05__user7__6-1-2,user7,2,5,28,31,False,False,both_wrong
train__c05__user7__6-1-3,user7,2,5,31,30,False,False,both_wrong
train__c05__user8__6-1-1,user8,1,5,5,23,True,False,c1_only
train__c05__user8__6-1-2,user8,1,5,5,31,True,False,c1_only
train__c05__user8__6-1-3,user8,1,5,5,31,True,False,c1_only
train__c05__user8__7-1-1,user8,1,5,5,6,True,False,c1_only
train__c05__user8__7-1-2,user8,1,5,5,5,True,True,both_correct
train__c05__user8__7-1-3,user8,1,5,31,36,False,False,both_wrong
train__c05__user9__1-1-1,user9,0,5,6,5,False,True,d1_only
train__c05__user9__1-1-2,user9,0,5,6,5,False,True,d1_only
train__c05__user9__1-1-3,user9,0,5,5,5,True,True,both_correct
train__c06__user16__1-2-1,user16,1,6,7,10,False,False,both_wrong
train__c06__user16__1-2-2,user16,1,6,7,10,False,False,both_wrong
train__c06__user16__1-2-3,user16,1,6,6,7,True,False,c1_only
train__c06__user16__3-2-1,user16,1,6,39,10,False,False,both_wrong
train__c06__user16__3-2-2,user16,1,6,7,7,False,False,both_wrong
train__c06__user16__3-2-3,user16,1,6,39,9,False,False,both_wrong
train__c06__user16__5-3-1,user16,1,6,10,6,False,True,d1_only
train__c06__user16__5-3-2,user16,1,6,19,9,False,False,both_wrong
train__c06__user16__5-3-3,user16,1,6,19,17,False,False,both_wrong
train__c06__user16__6-2-1,user16,1,6,6,7,True,False,c1_only
train__c06__user16__6-2-2,user16,1,6,38,7,False,False,both_wrong
train__c06__user16__6-2-3,user16,1,6,6,7,True,False,c1_only
train__c06__user18__6-2-1,user18,0,6,7,7,False,False,both_wrong
train__c06__user18__6-2-3,user18,0,6,7,20,False,False,both_wrong
train__c06__user19__3-2-1,user19,2,6,20,7,False,False,both_wrong
train__c06__user19__3-2-2,user19,2,6,20,7,False,False,both_wrong
train__c06__user19__3-2-3,user19,2,6,20,10,False,False,both_wrong
train__c06__user19__7-2-1,user19,2,6,31,10,False,False,both_wrong
train__c06__user19__7-2-2,user19,2,6,31,10,False,False,both_wrong
train__c06__user19__7-2-3,user19,2,6,31,10,False,False,both_wrong
train__c06__user1__4-1-1,user1,1,6,6,9,True,False,c1_only
train__c06__user1__4-1-2,user1,1,6,6,9,True,False,c1_only
train__c06__user1__4-1-3,user1,1,6,23,34,False,False,both_wrong
train__c06__user1__5-1-1,user1,1,6,23,17,False,False,both_wrong
train__c06__user1__5-1-2,user1,1,6,6,9,True,False,c1_only
train__c06__user1__5-1-3,user1,1,6,23,34,False,False,both_wrong
train__c06__user20__2-1-1,user20,0,6,6,6,True,True,both_correct
train__c06__user20__2-1-2,user20,0,6,9,9,False,False,both_wrong
train__c06__user20__2-1-3,user20,0,6,9,6,False,True,d1_only
train__c06__user20__4-1-1,user20,0,6,7,7,False,False,both_wrong
train__c06__user20__4-1-2,user20,0,6,7,7,False,False,both_wrong
train__c06__user20__4-1-3,user20,0,6,7,7,False,False,both_wrong
train__c06__user21__6-2-1,user21,0,6,7,7,False,False,both_wrong
train__c06__user21__6-2-2,user21,0,6,7,7,False,False,both_wrong
train__c06__user21__6-2-3,user21,0,6,7,34,False,False,both_wrong
train__c06__user21__7-1-1,user21,0,6,6,6,True,True,both_correct
train__c06__user21__7-1-2,user21,0,6,6,6,True,True,both_correct
train__c06__user21__7-1-3,user21,0,6,6,6,True,True,both_correct
train__c06__user22__2-1-1,user22,2,6,6,7,True,False,c1_only
train__c06__user22__2-1-2,user22,2,6,6,7,True,False,c1_only
train__c06__user22__2-1-3,user22,2,6,37,12,False,False,both_wrong
train__c06__user22__4-3-1,user22,2,6,20,10,False,False,both_wrong
train__c06__user22__4-3-2,user22,2,6,23,20,False,False,both_wrong
train__c06__user22__4-3-3,user22,2,6,23,10,False,False,both_wrong
train__c06__user22__6-2-1,user22,2,6,23,22,False,False,both_wrong
train__c06__user22__6-2-2,user22,2,6,23,22,False,False,both_wrong
train__c06__user22__6-2-3,user22,2,6,23,11,False,False,both_wrong
train__c06__user2__1-2-1,user2,1,6,7,10,False,False,both_wrong
train__c06__user2__1-2-2,user2,1,6,6,6,True,True,both_correct
train__c06__user2__1-2-3,user2,1,6,6,8,True,False,c1_only
train__c06__user2__2-1-1,user2,1,6,6,6,True,True,both_correct
train__c06__user2__2-1-2,user2,1,6,2,8,False,False,both_wrong
train__c06__user2__2-1-3,user2,1,6,7,8,False,False,both_wrong
train__c06__user2__2-2-1,user2,1,6,6,17,True,False,c1_only
train__c06__user2__2-2-2,user2,1,6,6,17,True,False,c1_only
train__c06__user2__2-2-3,user2,1,6,6,6,True,True,both_correct
train__c06__user2__4-2-1,user2,1,6,6,10,True,False,c1_only
train__c06__user2__4-2-2,user2,1,6,6,10,True,False,c1_only
train__c06__user2__4-2-3,user2,1,6,6,7,True,False,c1_only
train__c06__user3__1-2-1,user3,0,6,6,7,True,False,c1_only
train__c06__user3__1-2-2,user3,0,6,6,6,True,True,both_correct
train__c06__user3__1-2-3,user3,0,6,7,6,False,True,d1_only
train__c06__user3__4-1-1,user3,0,6,6,20,True,False,c1_only
train__c06__user3__4-1-2,user3,0,6,7,7,False,False,both_wrong
train__c06__user3__4-1-3,user3,0,6,7,7,False,False,both_wrong
train__c06__user3__5-1-1,user3,0,6,7,7,False,False,both_wrong
train__c06__user3__5-1-2,user3,0,6,7,7,False,False,both_wrong
train__c06__user3__5-1-3,user3,0,6,6,6,True,True,both_correct
train__c06__user5__1-2-1,user5,2,6,6,9,True,False,c1_only
train__c06__user5__1-2-2,user5,2,6,6,7,True,False,c1_only
train__c06__user5__1-2-3,user5,2,6,6,7,True,False,c1_only
train__c06__user5__2-1-1,user5,2,6,8,17,False,False,both_wrong
train__c06__user5__2-1-2,user5,2,6,20,17,False,False,both_wrong
train__c06__user5__2-1-3,user5,2,6,6,22,True,False,c1_only
train__c06__user5__3-2-1,user5,2,6,6,7,True,False,c1_only
train__c06__user5__3-2-2,user5,2,6,6,8,True,False,c1_only
train__c06__user5__3-2-3,user5,2,6,6,7,True,False,c1_only
train__c06__user5__6-2-1,user5,2,6,6,7,True,False,c1_only
train__c06__user5__6-2-2,user5,2,6,6,7,True,False,c1_only
train__c06__user5__6-2-3,user5,2,6,6,7,True,False,c1_only
train__c06__user5__7-2-1,user5,2,6,6,9,True,False,c1_only
train__c06__user5__7-2-2,user5,2,6,37,7,False,False,both_wrong
train__c06__user5__7-2-3,user5,2,6,0,9,False,False,both_wrong
train__c06__user6__1-2-1,user6,2,6,38,9,False,False,both_wrong
train__c06__user6__1-2-2,user6,2,6,6,10,True,False,c1_only
train__c06__user6__1-2-3,user6,2,6,2,4,False,False,both_wrong
train__c06__user6__3-2-1,user6,2,6,6,6,True,True,both_correct
train__c06__user6__3-2-2,user6,2,6,6,10,True,False,c1_only
train__c06__user6__3-2-3,user6,2,6,37,4,False,False,both_wrong
train__c06__user6__5-3-1,user6,2,6,29,10,False,False,both_wrong
train__c06__user6__5-3-2,user6,2,6,29,10,False,False,both_wrong
train__c06__user6__5-3-3,user6,2,6,15,21,False,False,both_wrong
train__c06__user6__6-2-1,user6,2,6,6,9,True,False,c1_only
train__c06__user6__6-2-2,user6,2,6,37,4,False,False,both_wrong
train__c06__user6__6-2-3,user6,2,6,37,9,False,False,both_wrong
train__c06__user7__5-2-1,user7,2,6,6,6,True,True,both_correct
train__c06__user7__5-2-2,user7,2,6,6,10,True,False,c1_only
train__c06__user7__5-2-3,user7,2,6,6,7,True,False,c1_only
train__c06__user8__6-2-1,user8,1,6,4,6,False,True,d1_only
train__c06__user8__6-2-2,user8,1,6,37,23,False,False,both_wrong
train__c06__user8__6-2-3,user8,1,6,4,7,False,False,both_wrong
train__c06__user9__3-2-1,user9,0,6,6,10,True,False,c1_only
train__c06__user9__3-2-2,user9,0,6,6,10,True,False,c1_only
train__c06__user9__3-2-3,user9,0,6,6,10,True,False,c1_only
train__c06__user9__7-2-1,user9,0,6,6,10,True,False,c1_only
train__c06__user9__7-2-2,user9,0,6,6,10,True,False,c1_only
train__c06__user9__7-2-3,user9,0,6,6,10,True,False,c1_only
train__c07__user16__1-2-1,user16,1,7,7,9,True,False,c1_only
train__c07__user16__1-2-2,user16,1,7,7,9,True,False,c1_only
train__c07__user16__1-2-3,user16,1,7,7,10,True,False,c1_only
train__c07__user16__5-2-1,user16,1,7,7,9,True,False,c1_only
train__c07__user16__5-2-2,user16,1,7,7,9,True,False,c1_only
train__c07__user16__5-2-3,user16,1,7,7,9,True,False,c1_only
train__c07__user16__6-2-1,user16,1,7,7,10,True,False,c1_only
train__c07__user16__6-2-2,user16,1,7,7,7,True,True,both_correct
train__c07__user16__6-2-3,user16,1,7,7,6,True,False,c1_only
train__c07__user16__7-2-1,user16,1,7,7,9,True,False,c1_only
train__c07__user16__7-2-2,user16,1,7,7,10,True,False,c1_only
train__c07__user16__7-2-3,user16,1,7,7,10,True,False,c1_only
train__c07__user18__7-2-1,user18,0,7,7,7,True,True,both_correct
train__c07__user18__7-2-2,user18,0,7,7,6,True,False,c1_only
train__c07__user18__7-2-3,user18,0,7,7,6,True,False,c1_only
train__c07__user19__7-2-1,user19,2,7,7,10,True,False,c1_only
train__c07__user19__7-2-2,user19,2,7,7,10,True,False,c1_only
train__c07__user19__7-2-3,user19,2,7,10,10,False,False,both_wrong
train__c07__user1__1-2-1,user1,1,7,7,9,True,False,c1_only
train__c07__user1__1-2-2,user1,1,7,7,9,True,False,c1_only
train__c07__user1__3-1-1,user1,1,7,6,10,False,False,both_wrong
train__c07__user1__3-1-2,user1,1,7,6,9,False,False,both_wrong
train__c07__user1__3-1-3,user1,1,7,6,9,False,False,both_wrong
train__c07__user1__4-1-1,user1,1,7,6,9,False,False,both_wrong
train__c07__user1__4-1-2,user1,1,7,6,9,False,False,both_wrong
train__c07__user1__4-1-3,user1,1,7,6,17,False,False,both_wrong
train__c07__user1__6-1-1,user1,1,7,6,10,False,False,both_wrong
train__c07__user1__6-1-2,user1,1,7,7,10,True,False,c1_only
train__c07__user1__6-1-3,user1,1,7,7,9,True,False,c1_only
train__c07__user20__2-1-1,user20,0,7,6,9,False,False,both_wrong
train__c07__user20__2-1-2,user20,0,7,6,6,False,False,both_wrong
train__c07__user20__2-1-3,user20,0,7,6,6,False,False,both_wrong
train__c07__user20__3-1-1,user20,0,7,6,7,False,True,d1_only
train__c07__user20__3-1-2,user20,0,7,6,7,False,True,d1_only
train__c07__user20__3-1-3,user20,0,7,6,6,False,False,both_wrong
train__c07__user20__7-1-1,user20,0,7,7,7,True,True,both_correct
train__c07__user20__7-1-2,user20,0,7,7,6,True,False,c1_only
train__c07__user20__7-1-3,user20,0,7,7,6,True,False,c1_only
train__c07__user21__7-1-1,user21,0,7,9,34,False,False,both_wrong
train__c07__user21__7-1-2,user21,0,7,6,7,False,True,d1_only
train__c07__user21__7-1-3,user21,0,7,6,6,False,False,both_wrong
train__c07__user22__3-1-1,user22,2,7,37,7,False,True,d1_only
train__c07__user22__3-1-2,user22,2,7,37,7,False,True,d1_only
train__c07__user22__3-3-1,user22,2,7,7,7,True,True,both_correct
train__c07__user22__3-3-2,user22,2,7,7,7,True,True,both_correct
train__c07__user22__3-3-3,user22,2,7,7,9,True,False,c1_only
train__c07__user22__4-3-1,user22,2,7,6,10,False,False,both_wrong
train__c07__user22__4-3-2,user22,2,7,23,7,False,True,d1_only
train__c07__user22__4-3-3,user22,2,7,23,20,False,False,both_wrong
train__c07__user22__6-2-1,user22,2,7,23,24,False,False,both_wrong
train__c07__user22__6-2-2,user22,2,7,19,22,False,False,both_wrong
train__c07__user22__6-2-3,user22,2,7,23,9,False,False,both_wrong
train__c07__user2__1-2-1,user2,1,7,8,10,False,False,both_wrong
train__c07__user2__1-2-2,user2,1,7,8,10,False,False,both_wrong
